Date,Fixture,Season,League,Market,MatchRating,Fair Odds,Available Odds,Value Rating,Result,P/L
2021-08-17,Wigan vs Wycombe,2021_22,league1,Away,-6,2.16,2.88,✅ Good,loss,-1.0
2021-08-17,Lincoln vs Bolton,2021_22,league1,Draw,1,2.97,3.4,✅ Fair,loss,-1.0
2021-08-17,Cheltenham vs Ipswich,2021_22,league1,Home,-8,2.75,2.86,✅ Fair,win,1.86
2021-08-17,Cheltenham vs Ipswich,2021_22,league1,Away,-8,2.1,2.56,✅ Good,loss,-1.0
2021-08-17,Burton vs Sunderland,2021_22,league1,Home,-2,2.09,3.34,✅ Excellent,win,2.34
2021-08-17,AFC Wimbledon vs Gillingham,2021_22,league1,Away,-2,3.56,3.9,✅ Fair,loss,-1.0
2021-08-17,Milton Keynes Dons vs Charlton,2021_22,league1,Draw,1,2.97,3.36,✅ Fair,loss,-1.0
2021-08-17,Accrington vs Doncaster,2021_22,league1,Home,8,1.91,2.08,✅ Fair,win,1.08
2021-08-21,Doncaster vs Portsmouth,2021_22,league1,Home,-13,2.5,3.32,✅ Good,loss,-1.0
2021-08-21,Doncaster vs Portsmouth,2021_22,league1,Away,-13,2.14,2.18,✅ Fair,loss,-1.0
2021-08-21,Bolton vs Oxford,2021_22,league1,Away,-8,2.1,2.56,✅ Good,loss,-1.0
2021-08-21,Cambridge vs Burton,2021_22,league1,Home,-6,3.0,3.02,✅ Fair,win,2.02
2021-08-21,Cambridge vs Burton,2021_22,league1,Away,-6,2.16,2.32,✅ Fair,loss,-1.0
2021-08-21,Charlton vs Wigan,2021_22,league1,Home,4,2.24,2.3,✅ Fair,loss,-1.0
2021-08-21,Crewe vs Accrington,2021_22,league1,Home,-3,2.67,2.74,✅ Fair,loss,-1.0
2021-08-21,Crewe vs Accrington,2021_22,league1,Away,-3,2.4,2.47,✅ Fair,win,1.47
2021-08-21,Rotherham vs Sheffield Weds,2021_22,league1,Away,-6,2.16,3.39,✅ Excellent,win,2.39
2021-08-21,Fleetwood Town vs Cheltenham,2021_22,league1,Away,-4,2.56,3.18,✅ Good,loss,-1.0
2021-08-21,Wycombe vs Lincoln,2021_22,league1,Home,7,2.05,2.42,✅ Good,win,1.42
2021-08-21,Wycombe vs Lincoln,2021_22,league1,Draw,7,2.87,3.31,✅ Fair,loss,-1.0
2021-08-21,Ipswich vs Milton Keynes Dons,2021_22,league1,Draw,-1,3.17,3.32,✅ Fair,win,2.32
2021-08-21,Shrewsbury vs Plymouth,2021_22,league1,Home,0,2.0,2.41,✅ Good,loss,-1.0
2021-08-21,Sunderland vs AFC Wimbledon,2021_22,league1,Draw,3,2.75,3.6,✅ Good,loss,-1.0
2021-08-21,Sunderland vs AFC Wimbledon,2021_22,league1,Away,3,3.47,5.14,✅ Good,loss,-1.0
2021-08-27,Burton vs Cheltenham,2021_22,league1,Home,0,2.0,2.43,✅ Good,loss,-1.0
2021-08-28,Plymouth vs Fleetwood Town,2021_22,league1,Draw,3,2.75,3.23,✅ Good,win,2.23
2021-08-28,Charlton vs Crewe,2021_22,league1,Draw,1,2.97,3.6,✅ Good,loss,-1.0
2021-08-28,Charlton vs Crewe,2021_22,league1,Away,1,3.37,4.29,✅ Good,loss,-1.0
2021-08-28,Milton Keynes Dons vs Accrington,2021_22,league1,Away,-6,2.16,3.08,✅ Excellent,loss,-1.0
2021-08-28,Oxford vs Lincoln,2021_22,league1,Home,9,1.8,2.12,✅ Good,win,1.12
2021-08-28,Sunderland vs Wycombe,2021_22,league1,Home,0,2.0,2.05,✅ Fair,win,1.05
2021-08-28,Sunderland vs Wycombe,2021_22,league1,Away,0,3.54,3.65,✅ Fair,loss,-1.0
2021-08-28,Shrewsbury vs Gillingham,2021_22,league1,Draw,-9,2.64,3.09,✅ Good,loss,-1.0
2021-08-28,Shrewsbury vs Gillingham,2021_22,league1,Away,-9,2.9,3.01,✅ Fair,loss,-1.0
2021-08-28,Wigan vs Portsmouth,2021_22,league1,Away,-6,2.16,2.66,✅ Good,loss,-1.0
2021-08-28,Cambridge vs Bolton,2021_22,league1,Home,-2,2.09,2.98,✅ Excellent,win,1.98
2021-08-28,Rotherham vs Doncaster,2021_22,league1,Draw,7,2.87,3.93,✅ Good,loss,-1.0
2021-08-28,Morecambe vs Sheffield Weds,2021_22,league1,Home,-9,3.62,4.23,✅ Fair,win,3.23
2021-08-28,Morecambe vs Sheffield Weds,2021_22,league1,Draw,-9,2.64,3.31,✅ Good,loss,-1.0
2021-09-04,Accrington vs Shrewsbury,2021_22,league1,Home,8,1.91,2.13,✅ Fair,win,1.13
2021-09-04,AFC Wimbledon vs Oxford,2021_22,league1,Home,-7,2.67,2.98,✅ Fair,win,1.98
2021-09-04,Cheltenham vs Milton Keynes Dons,2021_22,league1,Home,-2,2.09,2.51,✅ Good,loss,-1.0
2021-09-06,Bolton vs Burton,2021_22,league1,Home,5,2.0,2.16,✅ Fair,loss,-1.0
2021-09-11,Burton vs Gillingham,2021_22,league1,Home,0,2.0,2.03,✅ Fair,loss,-1.0
2021-09-11,Burton vs Gillingham,2021_22,league1,Away,0,3.54,3.62,✅ Fair,loss,-1.0
2021-09-11,Oxford vs Wycombe,2021_22,league1,Draw,1,2.97,3.45,✅ Fair,win,2.45
2021-09-11,Cambridge vs Lincoln,2021_22,league1,Home,5,2.0,2.68,✅ Good,loss,-1.0
2021-09-11,Ipswich vs Bolton,2021_22,league1,Draw,-1,3.17,3.3,✅ Fair,loss,-1.0
2021-09-11,Morecambe vs AFC Wimbledon,2021_22,league1,Home,-2,2.09,2.73,✅ Good,loss,-1.0
2021-09-11,Sunderland vs Accrington,2021_22,league1,Draw,3,2.75,3.84,✅ Good,loss,-1.0
2021-09-11,Sunderland vs Accrington,2021_22,league1,Away,3,3.47,5.13,✅ Good,loss,-1.0
2021-09-11,Charlton vs Cheltenham,2021_22,league1,Draw,1,2.97,3.42,✅ Fair,loss,-1.0
2021-09-11,Charlton vs Cheltenham,2021_22,league1,Away,1,3.37,3.69,✅ Fair,win,2.69
2021-09-11,Rotherham vs Fleetwood Town,2021_22,league1,Draw,4,3.52,3.83,✅ Fair,loss,-1.0
2021-09-11,Rotherham vs Fleetwood Town,2021_22,league1,Away,4,3.7,5.57,✅ Good,win,4.57
2021-09-11,Shrewsbury vs Crewe,2021_22,league1,Home,-2,2.09,2.22,✅ Fair,loss,-1.0
2021-09-11,Wigan vs Doncaster,2021_22,league1,Draw,11,2.38,3.97,✅ Excellent,loss,-1.0
2021-09-11,Wigan vs Doncaster,2021_22,league1,Away,11,4.75,5.32,✅ Fair,loss,-1.0
2021-09-11,Milton Keynes Dons vs Portsmouth,2021_22,league1,Home,0,2.0,2.38,✅ Good,win,1.38
2021-09-11,Plymouth vs Sheffield Weds,2021_22,league1,Home,-4,2.73,3.0,✅ Fair,win,2.0
2021-09-14,Lincoln vs Rotherham,2021_22,league1,Home,1,2.73,2.91,✅ Fair,loss,-1.0
2021-09-14,Lincoln vs Rotherham,2021_22,league1,Draw,1,2.97,3.29,✅ Fair,win,2.29
2021-09-18,AFC Wimbledon vs Plymouth,2021_22,league1,Away,-3,2.4,3.3,✅ Good,win,2.3
2021-09-18,Fleetwood Town vs Sunderland,2021_22,league1,Home,-5,2.73,3.68,✅ Good,loss,-1.0
2021-09-18,Wycombe vs Charlton,2021_22,league1,Home,5,2.0,2.19,✅ Fair,win,1.19
2021-09-18,Sheffield Weds vs Shrewsbury,2021_22,league1,Draw,7,2.87,3.6,✅ Good,win,2.6
2021-09-18,Portsmouth vs Cambridge,2021_22,league1,Draw,3,2.75,3.95,✅ Good,loss,-1.0
2021-09-18,Portsmouth vs Cambridge,2021_22,league1,Away,3,3.47,5.26,✅ Good,win,4.26
2021-09-18,Lincoln vs Ipswich,2021_22,league1,Home,6,2.08,2.26,✅ Fair,loss,-1.0
2021-09-18,Accrington vs Wigan,2021_22,league1,Home,-3,2.67,2.81,✅ Fair,loss,-1.0
2021-09-18,Accrington vs Wigan,2021_22,league1,Away,-3,2.4,2.49,✅ Fair,win,1.49
2021-09-18,Crewe vs Burton,2021_22,league1,Away,-5,2.22,2.8,✅ Good,loss,-1.0
2021-09-18,Cheltenham vs Oxford,2021_22,league1,Home,-2,2.09,2.72,✅ Good,win,1.72
2021-09-18,Bolton vs Rotherham,2021_22,league1,Home,6,2.08,2.64,✅ Good,loss,-1.0
2021-09-18,Doncaster vs Morecambe,2021_22,league1,Away,-7,2.33,2.74,✅ Good,loss,-1.0
2021-09-21,Portsmouth vs Plymouth,2021_22,league1,Away,-8,2.1,3.74,✅ Excellent,loss,-1.0
2021-09-21,Gillingham vs Charlton,2021_22,league1,Home,0,2.0,3.05,✅ Excellent,loss,-1.0
2021-09-21,Crewe vs Morecambe,2021_22,league1,Away,-3,2.4,3.42,✅ Good,win,2.42
2021-09-25,Morecambe vs Accrington,2021_22,league1,Home,2,2.16,2.81,✅ Good,loss,-1.0
2021-09-25,Wigan vs Cheltenham,2021_22,league1,Away,6,3.57,4.6,✅ Good,loss,-1.0
2021-09-25,Charlton vs Portsmouth,2021_22,league1,Home,-1,2.49,2.57,✅ Fair,loss,-1.0
2021-09-25,Charlton vs Portsmouth,2021_22,league1,Draw,-1,3.17,3.25,✅ Fair,win,2.25
2021-09-25,Cambridge vs Fleetwood Town,2021_22,league1,Home,-1,2.49,2.71,✅ Fair,loss,-1.0
2021-09-25,Cambridge vs Fleetwood Town,2021_22,league1,Draw,-1,3.17,3.24,✅ Fair,win,2.24
2021-09-25,Burton vs Lincoln,2021_22,league1,Away,-3,2.4,2.72,✅ Fair,win,1.72
2021-09-25,Sunderland vs Bolton,2021_22,league1,Draw,2,3.39,3.85,✅ Fair,loss,-1.0
2021-09-25,Sunderland vs Bolton,2021_22,league1,Away,2,4.13,4.18,✅ Fair,loss,-1.0
2021-09-25,Shrewsbury vs AFC Wimbledon,2021_22,league1,Away,-5,2.22,2.63,✅ Good,loss,-1.0
2021-09-25,Ipswich vs Sheffield Weds,2021_22,league1,Away,-5,2.22,2.66,✅ Good,loss,-1.0
2021-09-25,Oxford vs Gillingham,2021_22,league1,Draw,2,3.39,3.7,✅ Fair,win,2.7
2021-09-25,Oxford vs Gillingham,2021_22,league1,Away,2,4.13,4.47,✅ Fair,loss,-1.0
2021-09-25,Plymouth vs Doncaster,2021_22,league1,Home,12,1.55,1.84,✅ Good,win,0.84
2021-09-25,Rotherham vs Crewe,2021_22,league1,Draw,5,4.22,4.26,✅ Fair,win,3.26
2021-09-25,Rotherham vs Crewe,2021_22,league1,Away,5,3.8,6.0,✅ Excellent,loss,-1.0
2021-09-25,Milton Keynes Dons vs Wycombe,2021_22,league1,Home,5,2.0,2.18,✅ Fair,win,1.18
2021-09-28,Wigan vs Sheffield Weds,2021_22,league1,Home,10,1.94,2.24,✅ Good,loss,-1.0
2021-09-28,Ipswich vs Doncaster,2021_22,league1,Draw,1,2.97,3.54,✅ Good,loss,-1.0
2021-09-28,Ipswich vs Doncaster,2021_22,league1,Away,1,3.37,4.97,✅ Good,loss,-1.0
2021-09-28,Cambridge vs Gillingham,2021_22,league1,Home,4,2.24,2.3,✅ Fair,loss,-1.0
2021-09-28,Burton vs Portsmouth,2021_22,league1,Away,-3,2.4,2.82,✅ Good,loss,-1.0
2021-09-28,Milton Keynes Dons vs Fleetwood Town,2021_22,league1,Away,5,3.8,4.18,✅ Fair,loss,-1.0
2021-09-28,Sunderland vs Cheltenham,2021_22,league1,Away,5,3.8,5.1,✅ Good,loss,-1.0
2021-09-28,Shrewsbury vs Wycombe,2021_22,league1,Home,-1,2.49,3.2,✅ Good,loss,-1.0
2021-09-28,Plymouth vs Crewe,2021_22,league1,Draw,11,2.38,3.67,✅ Excellent,win,2.67
2021-09-28,Oxford vs Accrington,2021_22,league1,Draw,2,3.39,3.89,✅ Fair,loss,-1.0
2021-09-28,Oxford vs Accrington,2021_22,league1,Away,2,4.13,4.47,✅ Fair,loss,-1.0
2021-09-28,Morecambe vs Lincoln,2021_22,league1,Home,-1,2.49,2.97,✅ Good,win,1.97
2021-09-28,Morecambe vs Lincoln,2021_22,league1,Draw,-1,3.17,3.22,✅ Fair,loss,-1.0
2021-09-28,Charlton vs Bolton,2021_22,league1,Home,-2,2.09,2.65,✅ Good,loss,-1.0
2021-09-28,Rotherham vs AFC Wimbledon,2021_22,league1,Away,0,3.54,5.0,✅ Good,loss,-1.0
2021-10-02,Accrington vs Ipswich,2021_22,league1,Home,-13,2.5,2.89,✅ Good,win,1.89
2021-10-02,Accrington vs Ipswich,2021_22,league1,Away,-13,2.14,2.39,✅ Fair,loss,-1.0
2021-10-02,Wycombe vs Morecambe,2021_22,league1,Away,-3,2.4,5.05,✅ Excellent,loss,-1.0
2021-10-02,Lincoln vs Plymouth,2021_22,league1,Away,-5,2.22,2.93,✅ Good,loss,-1.0
2021-10-02,Portsmouth vs Sunderland,2021_22,league1,Draw,-14,2.0,3.35,✅ Excellent,loss,-1.0
2021-10-02,AFC Wimbledon vs Burton,2021_22,league1,Home,0,2.0,2.26,✅ Good,loss,-1.0
2021-10-02,Gillingham vs Wigan,2021_22,league1,Home,-10,3.38,4.25,✅ Good,loss,-1.0
2021-10-02,Sheffield Weds vs Oxford,2021_22,league1,Away,-4,2.56,3.15,✅ Good,win,2.15
2021-10-02,Crewe vs Cambridge,2021_22,league1,Draw,-1,3.17,3.32,✅ Fair,win,2.32
2021-10-02,Fleetwood Town vs Charlton,2021_22,league1,Home,6,2.08,2.47,✅ Good,loss,-1.0
2021-10-02,Cheltenham vs Rotherham,2021_22,league1,Home,-10,3.38,3.99,✅ Good,loss,-1.0
2021-10-02,Cheltenham vs Rotherham,2021_22,league1,Away,-10,1.93,1.94,✅ Fair,win,0.94
2021-10-02,Bolton vs Shrewsbury,2021_22,league1,Draw,2,3.39,3.6,✅ Fair,loss,-1.0
2021-10-02,Bolton vs Shrewsbury,2021_22,league1,Away,2,4.13,4.46,✅ Fair,loss,-1.0
2021-10-09,Plymouth vs Burton,2021_22,league1,Home,7,2.05,2.21,✅ Fair,win,1.21
2021-10-09,Plymouth vs Burton,2021_22,league1,Draw,7,2.87,3.36,✅ Good,loss,-1.0
2021-10-09,Wycombe vs Gillingham,2021_22,league1,Draw,3,2.75,3.98,✅ Good,loss,-1.0
2021-10-09,Wycombe vs Gillingham,2021_22,league1,Away,3,3.47,5.26,✅ Good,loss,-1.0
2021-10-09,Sheffield Weds vs Bolton,2021_22,league1,Away,-8,2.1,3.09,✅ Excellent,loss,-1.0
2021-10-09,Ipswich vs Shrewsbury,2021_22,league1,Away,5,3.8,4.3,✅ Fair,loss,-1.0
2021-10-15,Burton vs Morecambe,2021_22,league1,Away,-4,2.56,3.9,✅ Excellent,loss,-1.0
2021-10-16,Shrewsbury vs Milton Keynes Dons,2021_22,league1,Home,-6,3.0,3.51,✅ Good,win,2.51
2021-10-16,Fleetwood Town vs Crewe,2021_22,league1,Draw,1,2.97,3.58,✅ Good,loss,-1.0
2021-10-16,Fleetwood Town vs Crewe,2021_22,league1,Away,1,3.37,3.8,✅ Fair,loss,-1.0
2021-10-16,Cheltenham vs Accrington,2021_22,league1,Home,-1,2.49,2.55,✅ Fair,win,1.55
2021-10-16,Cheltenham vs Accrington,2021_22,league1,Draw,-1,3.17,3.26,✅ Fair,loss,-1.0
2021-10-16,Oxford vs Plymouth,2021_22,league1,Draw,-1,3.17,3.53,✅ Fair,loss,-1.0
2021-10-16,Oxford vs Plymouth,2021_22,league1,Away,-1,3.54,3.86,✅ Fair,win,2.86
2021-10-16,Rotherham vs Portsmouth,2021_22,league1,Draw,4,3.52,3.6,✅ Fair,loss,-1.0
2021-10-16,Rotherham vs Portsmouth,2021_22,league1,Away,4,3.7,4.09,✅ Fair,loss,-1.0
2021-10-16,Doncaster vs Wycombe,2021_22,league1,Home,-12,3.4,4.54,✅ Good,loss,-1.0
2021-10-16,Bolton vs Wigan,2021_22,league1,Away,-5,2.22,2.73,✅ Good,win,1.73
2021-10-16,AFC Wimbledon vs Sheffield Weds,2021_22,league1,Home,0,2.0,2.9,✅ Excellent,loss,-1.0
2021-10-16,Gillingham vs Sunderland,2021_22,league1,Home,-10,3.38,4.44,✅ Good,loss,-1.0
2021-10-16,Cambridge vs Ipswich,2021_22,league1,Home,-8,2.75,3.43,✅ Good,loss,-1.0
2021-10-16,Cambridge vs Ipswich,2021_22,league1,Away,-8,2.1,2.1,✅ Fair,loss,-1.0
2021-10-16,Lincoln vs Charlton,2021_22,league1,Home,6,2.08,2.29,✅ Fair,win,1.29
2021-10-19,Wigan vs Milton Keynes Dons,2021_22,league1,Home,8,1.91,2.08,✅ Fair,loss,-1.0
2021-10-19,Portsmouth vs Ipswich,2021_22,league1,Away,-8,2.1,3.0,✅ Excellent,win,2.0
2021-10-19,Lincoln vs AFC Wimbledon,2021_22,league1,Draw,3,2.75,3.33,✅ Good,loss,-1.0
2021-10-19,Cambridge vs Sheffield Weds,2021_22,league1,Home,-6,3.0,3.68,✅ Good,loss,-1.0
2021-10-19,Rotherham vs Wycombe,2021_22,league1,Draw,4,3.52,3.6,✅ Fair,win,2.6
2021-10-19,Rotherham vs Wycombe,2021_22,league1,Away,4,3.7,4.28,✅ Fair,loss,-1.0
2021-10-19,Cheltenham vs Morecambe,2021_22,league1,Away,-7,2.33,3.59,✅ Excellent,loss,-1.0
2021-10-19,Gillingham vs Doncaster,2021_22,league1,Home,5,2.0,2.22,✅ Fair,win,1.22
2021-10-19,Fleetwood Town vs Burton,2021_22,league1,Home,6,2.08,2.39,✅ Good,loss,-1.0
2021-10-19,Crewe vs Sunderland,2021_22,league1,Home,-7,2.67,4.16,✅ Excellent,loss,-1.0
2021-10-19,Oxford vs Shrewsbury,2021_22,league1,Draw,3,2.75,3.55,✅ Good,loss,-1.0
2021-10-19,Oxford vs Shrewsbury,2021_22,league1,Away,3,3.47,4.63,✅ Good,loss,-1.0
2021-10-19,Plymouth vs Bolton,2021_22,league1,Home,8,1.91,2.19,✅ Good,win,1.19
2021-10-23,Bolton vs Gillingham,2021_22,league1,Away,-3,2.4,4.36,✅ Excellent,loss,-1.0
2021-10-23,Burton vs Oxford,2021_22,league1,Home,-3,2.67,2.83,✅ Fair,loss,-1.0
2021-10-23,Burton vs Oxford,2021_22,league1,Away,-3,2.4,2.46,✅ Fair,win,1.46
2021-10-23,Ipswich vs Fleetwood Town,2021_22,league1,Away,9,4.5,4.96,✅ Fair,loss,-1.0
2021-10-23,Accrington vs Portsmouth,2021_22,league1,Home,-2,2.09,2.78,✅ Good,loss,-1.0
2021-10-23,AFC Wimbledon vs Wigan,2021_22,league1,Home,-13,2.5,3.39,✅ Good,loss,-1.0
2021-10-23,Doncaster vs Cheltenham,2021_22,league1,Home,-3,2.67,2.95,✅ Fair,win,1.95
2021-10-23,Doncaster vs Cheltenham,2021_22,league1,Away,-3,2.4,2.48,✅ Fair,loss,-1.0
2021-10-23,Sunderland vs Charlton,2021_22,league1,Draw,11,2.38,3.85,✅ Excellent,loss,-1.0
2021-10-23,Sunderland vs Charlton,2021_22,league1,Away,11,4.75,5.33,✅ Fair,win,4.33
2021-10-23,Milton Keynes Dons vs Rotherham,2021_22,league1,Home,-7,2.67,2.75,✅ Fair,loss,-1.0
2021-10-23,Milton Keynes Dons vs Rotherham,2021_22,league1,Away,-7,2.33,2.56,✅ Fair,win,1.56
2021-10-23,Shrewsbury vs Cambridge,2021_22,league1,Home,-2,2.09,2.1,✅ Fair,win,1.1
2021-10-23,Sheffield Weds vs Lincoln,2021_22,league1,Draw,3,2.75,3.43,✅ Good,win,2.43
2021-10-23,Sheffield Weds vs Lincoln,2021_22,league1,Away,3,3.47,3.78,✅ Fair,loss,-1.0
2021-10-23,Morecambe vs Plymouth,2021_22,league1,Home,-7,2.67,3.46,✅ Good,loss,-1.0
2021-10-23,Wycombe vs Crewe,2021_22,league1,Away,14,4.33,6.71,✅ Good,loss,-1.0
2021-10-26,Wigan vs Lincoln,2021_22,league1,Away,9,4.5,5.02,✅ Fair,win,4.02
2021-10-26,Doncaster vs Cambridge,2021_22,league1,Away,-3,2.4,3.23,✅ Good,loss,-1.0
2021-10-30,Charlton vs Doncaster,2021_22,league1,Draw,4,3.52,3.59,✅ Fair,loss,-1.0
2021-10-30,Charlton vs Doncaster,2021_22,league1,Away,4,3.7,4.39,✅ Good,loss,-1.0
2021-10-30,Cambridge vs AFC Wimbledon,2021_22,league1,Home,0,2.0,2.75,✅ Excellent,win,1.75
2021-10-30,Crewe vs Milton Keynes Dons,2021_22,league1,Home,-5,2.73,3.9,✅ Good,loss,-1.0
2021-10-30,Lincoln vs Shrewsbury,2021_22,league1,Home,0,2.0,2.08,✅ Fair,loss,-1.0
2021-10-30,Plymouth vs Ipswich,2021_22,league1,Away,-5,2.22,2.84,✅ Good,loss,-1.0
2021-10-30,Cheltenham vs Sheffield Weds,2021_22,league1,Home,-8,2.75,3.08,✅ Fair,loss,-1.0
2021-10-30,Cheltenham vs Sheffield Weds,2021_22,league1,Away,-8,2.1,2.28,✅ Fair,loss,-1.0
2021-10-30,Portsmouth vs Bolton,2021_22,league1,Home,0,2.0,2.19,✅ Fair,win,1.19
2021-10-30,Gillingham vs Accrington,2021_22,league1,Draw,1,2.97,3.33,✅ Fair,win,2.33
2021-10-30,Fleetwood Town vs Wycombe,2021_22,league1,Home,-7,2.67,3.5,✅ Good,loss,-1.0
2021-10-30,Oxford vs Morecambe,2021_22,league1,Away,9,4.5,5.59,✅ Good,loss,-1.0
2021-10-30,Wigan vs Burton,2021_22,league1,Away,5,3.8,4.62,✅ Good,loss,-1.0
2021-11-02,Wycombe vs Ipswich,2021_22,league1,Home,2,2.16,2.35,✅ Fair,loss,-1.0
2021-11-02,Sheffield Weds vs Sunderland,2021_22,league1,Draw,-1,3.17,3.27,✅ Fair,loss,-1.0
2021-11-02,Charlton vs Rotherham,2021_22,league1,Draw,-14,2.0,3.49,✅ Excellent,win,2.49
2021-11-02,Portsmouth vs Cheltenham,2021_22,league1,Draw,2,3.39,3.78,✅ Fair,win,2.78
2021-11-02,Portsmouth vs Cheltenham,2021_22,league1,Away,2,4.13,4.75,✅ Fair,loss,-1.0
2021-11-02,Fleetwood Town vs Wigan,2021_22,league1,Home,-8,2.75,4.19,✅ Excellent,loss,-1.0
2021-11-02,Crewe vs Doncaster,2021_22,league1,Away,-6,2.16,3.13,✅ Excellent,loss,-1.0
2021-11-02,Morecambe vs Cambridge,2021_22,league1,Home,-2,2.09,2.41,✅ Good,loss,-1.0
2021-11-12,Bolton vs Crewe,2021_22,league1,Draw,3,2.75,3.9,✅ Good,loss,-1.0
2021-11-12,Bolton vs Crewe,2021_22,league1,Away,3,3.47,4.5,✅ Good,loss,-1.0
2021-11-13,Burton vs Charlton,2021_22,league1,Away,-7,2.33,2.6,✅ Fair,win,1.6
2021-11-13,Sheffield Weds vs Gillingham,2021_22,league1,Draw,8,3.67,3.91,✅ Fair,win,2.91
2021-11-13,Sheffield Weds vs Gillingham,2021_22,league1,Away,8,4.89,5.22,✅ Fair,loss,-1.0
2021-11-13,Milton Keynes Dons vs Cambridge,2021_22,league1,Draw,-1,3.17,3.79,✅ Good,loss,-1.0
2021-11-13,Milton Keynes Dons vs Cambridge,2021_22,league1,Away,-1,3.54,5.31,✅ Good,loss,-1.0
2021-11-13,Ipswich vs Oxford,2021_22,league1,Draw,-1,3.17,3.36,✅ Fair,win,2.36
2021-11-13,Accrington vs Plymouth,2021_22,league1,Away,-10,1.93,2.24,✅ Good,win,1.24
2021-11-20,Milton Keynes Dons vs Burton,2021_22,league1,Away,6,3.57,4.51,✅ Good,loss,-1.0
2021-11-20,Sunderland vs Ipswich,2021_22,league1,Draw,-14,2.0,3.34,✅ Excellent,loss,-1.0
2021-11-20,Rotherham vs Cambridge,2021_22,league1,Home,15,1.0,1.44,✅ Excellent,win,0.44
